PID,BldgArea,SoldPrice,LotFrontage,LotArea,Street,Alley,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQual,CentralAir,X1FloorSF,X2FloorSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorchSF,3SsnPorchSF,ScreenPorchSF,PoolArea,PoolQual,Fence,MiscVal,MoSold,YrSold,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_CBlock,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Wood,Heating_GasA,Heating_GasW,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Elev,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Shed,SaleType_COD,SaleType_CWD,SaleType_ConLD,SaleType_ConLI,SaleType_New,SaleType_Oth,SaleType_VWD,SaleType_WD ,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
528366040,2799,315000,74.0,12585,1,0.0,3,4,1,8,5,1993,1993,420.0,4.0,0.0,5.0,0.0,0.0,0.0,247.0,6.0,1039.0,0.0,1286.0,5,1,1565,1234,1.0,0.0,2,1,3,1,4,8,8,1,3.0,1993.0,3.0,3.0,704.0,3.0,3.0,2,432,136,0,0,0,0,0.0,0.0,0,10,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
527326040,1411,82500,85.0,11900,1,0.0,4,4,1,7,5,1977,1977,209.0,0.0,4.0,0.0,0.0,0.0,5.0,822.0,1.0,0.0,564.0,1386.0,3,1,1411,0,0.0,0.0,2,0,3,1,3,6,8,1,3.0,1977.0,3.0,2.0,544.0,3.0,3.0,2,192,0,0,0,0,0,0.0,0.0,0,4,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
531375140,1094,149000,60.0,12450,1,0.0,4,4,1,5,5,2003,2004,126.0,4.0,0.0,5.0,0.0,0.0,6.0,729.0,1.0,0.0,365.0,1094.0,5,1,1094,0,1.0,0.0,1,0,3,1,4,6,8,0,0.0,2004.0,1.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,5,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
908103310,1012,127500,38.0,7840,1,0.0,3,4,1,6,5,1975,1975,355.0,0.0,0.0,5.0,0.0,4.0,6.0,976.0,1.0,0.0,0.0,976.0,3,1,1012,0,0.0,2.0,2,0,4,0,3,4,8,0,0.0,1975.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,10,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
914465055,1710,240000,43.0,12118,1,0.0,3,4,1,7,5,2004,2005,108.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1710.0,1710.0,5,1,1710,0,0.0,0.0,2,0,3,1,4,7,8,1,4.0,2004.0,3.0,2.0,550.0,3.0,3.0,2,100,48,0,0,180,0,0.0,0.0,0,4,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528458140,1530,250000,112.0,12606,1,0.0,3,4,1,9,5,2007,2008,120.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1530.0,1530.0,5,1,1530,0,0.0,0.0,2,0,3,1,4,7,8,1,4.0,2008.0,2.0,3.0,984.0,3.0,3.0,2,212,136,0,0,0,0,0.0,0.0,0,5,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
527451060,987,106000,21.0,1869,1,0.0,4,4,1,6,6,1970,1970,127.0,0.0,0.0,0.0,0.0,0.0,3.0,321.0,1.0,0.0,162.0,483.0,3,1,483,504,0.0,0.0,1,1,2,1,3,5,8,0,0.0,1987.0,1.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,9,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528431070,1658,257500,78.0,10206,1,0.0,4,4,1,8,5,2008,2008,294.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1614.0,1614.0,5,1,1658,0,0.0,0.0,2,1,3,1,4,7,8,1,4.0,2008.0,3.0,3.0,726.0,3.0,3.0,2,144,44,0,0,0,0,0.0,0.0,0,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528222060,1504,166000,72.0,8229,1,0.0,3,4,1,6,5,2007,2007,22.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,752.0,752.0,5,1,752,752,0.0,0.0,2,1,3,1,4,6,8,0,0.0,2007.0,3.0,2.0,440.0,3.0,3.0,2,100,32,0,0,0,0,0.0,0.0,0,12,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
905107280,1034,153000,74.0,7703,1,0.0,3,4,1,6,8,1978,1978,40.0,0.0,0.0,5.0,0.0,4.0,5.0,450.0,1.0,0.0,0.0,450.0,5,1,1034,0,0.0,1.0,1,0,3,1,3,6,8,1,1.0,1978.0,3.0,2.0,504.0,3.0,3.0,2,311,0,0,0,0,0,0.0,2.0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
527352150,2050,154000,74.0,13250,1,0.0,3,4,1,7,6,1978,1978,256.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,832.0,832.0,3,1,1154,896,0.0,0.0,2,1,4,1,4,8,8,1,3.0,1978.0,2.0,2.0,529.0,3.0,3.0,2,192,192,0,0,0,0,0.0,0.0,0,5,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
534127080,2411,240050,80.0,8000,1,0.0,4,4,1,6,6,1970,1970,525.0,0.0,0.0,0.0,0.0,0.0,3.0,915.0,1.0,0.0,93.0,1008.0,3,1,1403,1008,1.0,0.0,2,1,4,1,3,8,8,1,1.0,1970.0,2.0,2.0,570.0,3.0,3.0,2,0,192,0,0,0,0,0.0,0.0,0,6,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
905103110,1040,123000,74.0,11677,1,0.0,3,4,1,5,4,1966,1966,442.0,0.0,0.0,0.0,0.0,0.0,3.0,249.0,4.0,761.0,30.0,1040.0,3,1,1040,0,1.0,0.0,1,0,3,1,3,6,8,0,0.0,1966.0,2.0,1.0,264.0,3.0,3.0,2,0,90,0,0,0,0,0.0,3.0,0,2,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528178070,2649,421250,130.0,16900,1,0.0,4,4,1,8,5,2001,2002,1110.0,4.0,0.0,6.0,0.0,0.0,6.0,1075.0,1.0,0.0,404.0,1479.0,5,1,1515,1134,1.0,0.0,2,1,4,1,4,10,8,1,3.0,2001.0,3.0,3.0,746.0,3.0,3.0,2,0,60,0,0,0,0,0.0,0.0,0,1,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
535402010,2544,190000,81.0,9671,1,0.0,4,4,1,6,5,1969,1969,480.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1248.0,1248.0,3,1,1248,1296,0.0,0.0,2,2,6,2,3,12,8,0,0.0,1969.0,2.0,3.0,907.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528488110,1262,185000,60.0,7200,1,1.0,4,4,1,6,5,2006,2006,68.0,4.0,0.0,5.0,0.0,0.0,6.0,905.0,1.0,0.0,357.0,1262.0,4,1,1262,0,0.0,0.0,2,0,2,1,4,5,8,0,0.0,2006.0,3.0,2.0,572.0,3.0,3.0,2,0,120,0,0,0,0,0.0,0.0,0,5,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
535426130,2080,135000,70.0,11606,1,0.0,3,4,3,5,5,1969,1969,192.0,0.0,0.0,5.0,0.0,0.0,3.0,650.0,1.0,0.0,390.0,1040.0,3,1,1040,1040,0.0,1.0,1,2,5,1,2,9,8,2,3.0,1969.0,1.0,2.0,504.0,3.0,3.0,2,335,0,0,0,0,0,0.0,0.0,0,9,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
528186100,1686,332200,61.0,7740,1,0.0,4,4,1,9,5,2006,2006,518.0,4.0,0.0,6.0,5.0,0.0,6.0,1023.0,1.0,0.0,663.0,1686.0,5,1,1686,0,1.0,0.0,2,0,1,1,5,6,8,1,4.0,2006.0,3.0,3.0,899.0,3.0,3.0,2,266,100,0,0,0,0,0.0,0.0,0,6,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
528186180,1324,254000,48.0,6240,1,0.0,4,4,1,8,5,2006,2006,176.0,4.0,0.0,5.0,0.0,0.0,6.0,863.0,1.0,0.0,461.0,1324.0,5,1,1324,0,1.0,0.0,2,0,2,1,4,6,8,1,4.0,2006.0,3.0,2.0,550.0,3.0,3.0,2,192,38,0,0,0,0,0.0,0.0,0,12,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528108160,2172,280000,109.0,14154,1,0.0,4,4,1,7,5,2006,2006,350.0,4.0,0.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,1063.0,1063.0,5,1,1071,1101,0.0,0.0,2,1,3,1,4,9,8,1,4.0,2006.0,2.0,3.0,947.0,3.0,3.0,2,192,62,0,0,0,0,0.0,0.0,0,8,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
535452060,1134,135000,70.0,7000,1,0.0,4,4,1,5,7,1960,2002,45.0,0.0,0.0,0.0,0.0,0.0,3.0,588.0,1.0,0.0,422.0,1010.0,5,1,1134,0,0.0,0.0,1,0,2,1,3,6,8,0,0.0,1960.0,2.0,1.0,254.0,3.0,3.0,2,0,16,0,0,0,0,0.0,1.0,0,4,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
907290040,1661,224900,48.0,12137,1,0.0,2,4,1,7,5,1998,1998,442.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1649.0,1649.0,5,1,1661,0,0.0,0.0,2,0,3,1,4,6,8,0,0.0,1998.0,2.0,2.0,598.0,3.0,3.0,2,0,34,0,0,0,0,0.0,0.0,0,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
909425010,1954,311500,74.0,15660,1,0.0,3,4,1,7,9,1939,2006,312.0,4.0,4.0,0.0,0.0,0.0,4.0,341.0,1.0,0.0,457.0,798.0,5,1,1137,817,0.0,1.0,1,1,3,1,4,8,8,2,3.0,1939.0,1.0,2.0,431.0,3.0,3.0,2,0,119,150,0,0,0,0.0,0.0,0,5,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528188150,1626,154000,36.0,2448,1,0.0,4,4,1,7,5,2003,2004,106.0,4.0,0.0,5.0,0.0,0.0,6.0,573.0,1.0,0.0,191.0,764.0,5,1,764,862,1.0,0.0,2,1,2,1,4,6,8,0,0.0,2003.0,2.0,2.0,474.0,3.0,3.0,2,0,27,0,0,0,0,0.0,0.0,0,10,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
534477030,2136,137900,89.0,10680,1,0.0,4,4,1,5,3,1951,1951,44.0,0.0,0.0,0.0,3.0,0.0,0.0,756.0,1.0,0.0,1380.0,2136.0,3,0,2136,0,0.0,0.0,2,0,4,1,3,7,5,0,0.0,1951.0,1.0,2.0,528.0,3.0,3.0,2,0,30,0,0,0,0,0.0,3.0,0,10,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
